Time	Total Time	Instances	Avg	Med	Min	Max	StdDev	Style	Range
0.1%	29.284 ms	504	58.103 μs	56.473 μs	52.757 μs	111.912 μs	5.819 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Inputs': [[100, 8192]]}
0.1%	29.251 ms	504	58.037 μs	56.364 μs	52.519 μs	85.604 μs	5.254 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Inputs': [[100, 8192]]}
0.1%	29.152 ms	504	57.841 μs	56.377 μs	52.669 μs	83.531 μs	4.854 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Inputs': [[100, 8192]]}
0.1%	29.130 ms	504	57.796 μs	56.229 μs	52.794 μs	92.444 μs	5.271 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Inputs': [[100, 8192]]}
0.1%	29.110 ms	504	57.758 μs	56.261 μs	52.791 μs	77.978 μs	4.756 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Inputs': [[100, 8192]]}
0.1%	29.060 ms	504	57.658 μs	56.265 μs	52.801 μs	86.996 μs	5.000 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Inputs': [[100, 8192]]}
0.1%	28.779 ms	504	57.100 μs	55.354 μs	51.372 μs	113.403 μs	5.931 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	28.228 ms	504	56.007 μs	53.818 μs	49.903 μs	311.894 μs	12.598 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	28.194 ms	504	55.940 μs	53.652 μs	49.656 μs	276.562 μs	11.370 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	28.076 ms	504	55.706 μs	53.930 μs	50.044 μs	84.346 μs	5.430 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	28.068 ms	504	55.690 μs	53.641 μs	49.707 μs	538.362 μs	21.954 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	28.040 ms	504	55.634 μs	53.970 μs	50.000 μs	108.215 μs	5.418 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.956 ms	504	55.467 μs	53.754 μs	50.105 μs	98.593 μs	5.237 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.953 ms	504	55.461 μs	53.703 μs	49.754 μs	83.448 μs	5.324 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.923 ms	504	55.402 μs	54.019 μs	50.274 μs	97.042 μs	4.735 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.860 ms	504	55.277 μs	53.487 μs	50.031 μs	216.102 μs	8.671 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.854 ms	504	55.265 μs	53.597 μs	49.802 μs	80.679 μs	5.298 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.849 ms	504	55.256 μs	53.549 μs	49.770 μs	91.037 μs	5.688 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.766 ms	504	55.091 μs	53.380 μs	50.036 μs	87.049 μs	5.161 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.761 ms	504	55.081 μs	53.289 μs	49.686 μs	86.024 μs	5.231 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.599 ms	504	54.759 μs	53.488 μs	49.810 μs	78.296 μs	4.656 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	27.557 ms	504	54.677 μs	53.555 μs	49.859 μs	100.889 μs	4.431 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[100, 2048]]}
0.1%	25.032 ms	504	49.667 μs	43.556 μs	41.070 μs	2.397 ms	104.882 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	23.613 ms	504	46.851 μs	43.785 μs	41.183 μs	800.577 μs	33.987 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	23.329 ms	504	46.287 μs	44.751 μs	41.961 μs	77.554 μs	4.488 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048]]}
0.1%	23.146 ms	504	45.923 μs	44.791 μs	41.675 μs	72.887 μs	4.329 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.977 ms	504	45.589 μs	44.153 μs	41.094 μs	72.268 μs	4.675 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.720 ms	504	45.079 μs	43.651 μs	41.016 μs	67.321 μs	4.570 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.662 ms	504	44.964 μs	43.825 μs	41.118 μs	70.557 μs	4.543 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.612 ms	504	44.864 μs	43.623 μs	41.148 μs	69.884 μs	4.404 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.607 ms	504	44.854 μs	43.727 μs	41.235 μs	64.015 μs	4.147 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.605 ms	504	44.851 μs	43.502 μs	40.846 μs	78.352 μs	4.536 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.593 ms	504	44.827 μs	43.553 μs	40.879 μs	74.184 μs	4.469 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.585 ms	504	44.811 μs	43.657 μs	41.350 μs	71.910 μs	4.343 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.580 ms	504	44.800 μs	43.964 μs	40.925 μs	67.540 μs	3.774 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.564 ms	504	44.770 μs	43.669 μs	41.276 μs	61.449 μs	3.902 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.539 ms	504	44.720 μs	43.408 μs	40.763 μs	73.099 μs	4.440 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.538 ms	504	44.719 μs	43.646 μs	41.214 μs	76.689 μs	4.327 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.504 ms	504	44.651 μs	43.458 μs	41.308 μs	64.399 μs	3.832 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.act_fn', 'Inputs': [[100, 16384]]}
0.1%	22.432 ms	1	22.432 ms	22.432 ms	22.432 ms	22.432 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[512]], 'positions': [[512]]}
0.1%	18.736 ms	504	37.174 μs	32.113 μs	30.384 μs	2.064 ms	90.561 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	17.822 ms	1	17.822 ms	17.822 ms	17.822 ms	17.822 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[1873]], 'positions': [[1873]]}
0.1%	17.364 ms	504	34.452 μs	32.028 μs	30.431 μs	673.522 μs	28.820 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	17.348 ms	1	17.348 ms	17.348 ms	17.348 ms	17.348 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[99]], 'positions': [[99]]}
0.1%	17.218 ms	504	34.163 μs	33.137 μs	31.139 μs	59.511 μs	3.876 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	17.201 ms	1	17.201 ms	17.201 ms	17.201 ms	17.201 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[52]], 'positions': [[52]]}
0.1%	17.126 ms	1	17.126 ms	17.126 ms	17.126 ms	17.126 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[256]], 'positions': [[256]]}
0.1%	16.998 ms	1	16.998 ms	16.998 ms	16.998 ms	16.998 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[68]], 'positions': [[68]]}
0.1%	16.925 ms	1	16.925 ms	16.925 ms	16.925 ms	16.925 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[84]], 'positions': [[84]]}
0.1%	16.902 ms	504	33.535 μs	32.490 μs	30.356 μs	79.517 μs	4.175 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.800 ms	504	33.332 μs	32.357 μs	30.345 μs	55.195 μs	3.846 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.765 ms	504	33.264 μs	32.198 μs	30.280 μs	54.272 μs	3.580 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.762 ms	504	33.258 μs	32.156 μs	30.303 μs	71.613 μs	4.271 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.756 ms	504	33.245 μs	32.251 μs	30.237 μs	58.322 μs	3.833 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.752 ms	504	33.238 μs	32.286 μs	30.402 μs	62.439 μs	3.777 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.700 ms	504	33.135 μs	32.235 μs	30.394 μs	56.194 μs	3.466 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.695 ms	504	33.124 μs	32.110 μs	30.352 μs	51.788 μs	3.606 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.651 ms	504	33.037 μs	32.041 μs	30.254 μs	60.970 μs	3.542 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.622 ms	1	16.622 ms	16.622 ms	16.622 ms	16.622 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[4]], 'positions': [[4]]}
0.1%	16.619 ms	504	32.975 μs	32.183 μs	30.226 μs	54.787 μs	3.390 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.594 ms	1	16.594 ms	16.594 ms	16.594 ms	16.594 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[36]], 'positions': [[36]]}
0.1%	16.570 ms	504	32.876 μs	32.059 μs	30.350 μs	50.166 μs	3.166 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.564 ms	504	32.865 μs	31.624 μs	29.532 μs	68.778 μs	4.422 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.564 ms	504	32.864 μs	32.036 μs	30.368 μs	59.356 μs	3.397 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.560 ms	504	32.856 μs	32.032 μs	30.125 μs	60.002 μs	3.208 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.458 ms	1	16.458 ms	16.458 ms	16.458 ms	16.458 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'input_ids': [[20]], 'positions': [[20]]}
0.1%	16.445 ms	504	32.629 μs	31.576 μs	29.320 μs	58.555 μs	3.807 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.404 ms	504	32.547 μs	31.383 μs	29.098 μs	87.488 μs	4.438 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.399 ms	504	32.537 μs	31.740 μs	29.615 μs	58.199 μs	3.421 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.373 ms	504	32.485 μs	31.214 μs	29.361 μs	61.156 μs	4.196 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.314 ms	504	32.368 μs	31.332 μs	29.397 μs	51.649 μs	3.662 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.275 ms	504	32.291 μs	31.419 μs	29.180 μs	55.749 μs	3.500 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.260 ms	504	32.262 μs	31.448 μs	29.197 μs	54.660 μs	3.395 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.256 ms	504	32.254 μs	31.264 μs	29.329 μs	58.489 μs	3.612 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.256 ms	504	32.254 μs	31.244 μs	29.285 μs	68.451 μs	3.975 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.237 ms	504	32.215 μs	31.303 μs	29.099 μs	48.282 μs	3.325 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.234 ms	504	32.209 μs	31.290 μs	29.270 μs	85.832 μs	4.056 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.230 ms	504	32.203 μs	31.301 μs	29.450 μs	59.292 μs	3.686 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.171 ms	504	32.085 μs	31.024 μs	29.234 μs	57.439 μs	3.687 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.norm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.107 ms	504	31.958 μs	31.001 μs	29.213 μs	48.006 μs	3.334 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.1%	16.078 ms	504	31.900 μs	31.194 μs	29.242 μs	55.851 μs	3.237 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[100, 2048], [100, 2048]]}
0.0%	14.157 ms	2	7.078 ms	7.078 ms	145.636 μs	14.011 ms	9.805 ms	PushPop	:{'Module': 'LlamaForCausalLM.logits_processor', 'Inputs': [[256, 2048]]}
0.0%	9.417 ms	8064	1.167 μs	1.039 μs	851 ns	358.161 μs	5.592 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[100, 2048], [100, 512]]}
0.0%	7.908 ms	1	7.908 ms	7.908 ms	7.908 ms	7.908 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.logits_processor', 'Inputs': [[1, 2048]]}
0.0%	7.293 ms	1	7.293 ms	7.293 ms	7.293 ms	7.293 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0', 'Inputs': [[16], [16, 2048]]}
0.0%	6.570 ms	6	1.095 ms	1.091 ms	1.036 ms	1.179 ms	50.263 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.524 ms	1	6.524 ms	6.524 ms	6.524 ms	6.524 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn', 'positions': [[16]], 'hidden_states': [[16, 2048]]}
0.0%	6.395 ms	6	1.066 ms	1.063 ms	1.011 ms	1.114 ms	34.953 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.369 ms	6	1.061 ms	1.064 ms	1.027 ms	1.089 ms	23.102 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.354 ms	6	1.059 ms	1.064 ms	1.033 ms	1.079 ms	18.306 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.353 ms	6	1.059 ms	1.053 ms	1.022 ms	1.112 ms	31.769 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.345 ms	6	1.058 ms	1.064 ms	1.021 ms	1.087 ms	29.692 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.344 ms	6	1.057 ms	1.055 ms	1.016 ms	1.115 ms	33.731 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.309 ms	6	1.051 ms	1.067 ms	979.583 μs	1.073 ms	35.791 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.299 ms	6	1.050 ms	1.040 ms	1.018 ms	1.116 ms	34.898 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.290 ms	6	1.048 ms	1.049 ms	1.003 ms	1.086 ms	30.697 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.280 ms	6	1.047 ms	1.050 ms	1.001 ms	1.071 ms	25.823 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.260 ms	6	1.043 ms	1.035 ms	1.010 ms	1.108 ms	37.459 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.259 ms	6	1.043 ms	1.050 ms	992.519 μs	1.081 ms	30.256 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.217 ms	6	1.036 ms	1.030 ms	1.002 ms	1.080 ms	27.006 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	6.170 ms	6	1.028 ms	1.030 ms	985.365 μs	1.076 ms	30.070 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10', 'Inputs': [[8192], [8192, 2048], [8192, 2048]]}
0.0%	4.827 ms	1	4.827 ms	4.827 ms	4.827 ms	4.827 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.attn', 'Inputs': [[16, 2048], [16, 512], [16, 512]]}
0.0%	4.680 ms	6	779.928 μs	646.990 μs	615.926 μs	1.432 ms	321.626 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.635 ms	6	605.821 μs	596.481 μs	568.583 μs	676.089 μs	37.871 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.502 ms	6	583.689 μs	584.341 μs	554.397 μs	623.295 μs	26.510 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.497 ms	6	582.909 μs	581.348 μs	572.713 μs	598.164 μs	10.970 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.493 ms	6	582.108 μs	587.603 μs	545.619 μs	596.916 μs	18.671 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.492 ms	1	3.492 ms	3.492 ms	3.492 ms	3.492 ms	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15', 'Inputs': [[16], [16, 2048], [16, 2048]]}
0.0%	3.485 ms	6	580.831 μs	584.375 μs	534.012 μs	616.174 μs	26.943 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.483 ms	6	580.534 μs	575.498 μs	550.827 μs	613.407 μs	23.884 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.483 ms	6	580.534 μs	579.093 μs	538.736 μs	613.072 μs	26.213 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.445 ms	6	574.224 μs	579.629 μs	545.512 μs	608.194 μs	23.062 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.440 ms	6	573.290 μs	575.734 μs	547.314 μs	583.291 μs	13.339 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.437 ms	6	572.758 μs	565.967 μs	548.261 μs	602.169 μs	20.246 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.406 ms	6	567.747 μs	566.213 μs	540.680 μs	607.950 μs	22.554 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
0.0%	3.403 ms	6	567.123 μs	569.497 μs	544.946 μs	584.692 μs	17.659 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn', 'positions': [[8192]], 'hidden_states': [[8192, 2048]]}
